Date,Close
7/5/2018 16:00:00,1141.29
7/6/2018 16:00:00,1155.08
7/9/2018 16:00:00,1167.28
7/10/2018 16:00:00,1167.14
7/11/2018 16:00:00,1171.46
7/12/2018 16:00:00,1201.26
7/13/2018 16:00:00,1204.42
7/16/2018 16:00:00,1196.51
7/17/2018 16:00:00,1213.08
7/18/2018 16:00:00,1212.91
7/19/2018 16:00:00,1199.1
7/20/2018 16:00:00,1197.88
7/23/2018 16:00:00,1211
7/24/2018 16:00:00,1258.15
7/25/2018 16:00:00,1275.94
7/26/2018 16:00:00,1285.5
7/27/2018 16:00:00,1252.89
7/30/2018 16:00:00,1230.04
7/31/2018 16:00:00,1227.22
8/1/2018 16:00:00,1232.99
8/2/2018 16:00:00,1241.13
8/3/2018 16:00:00,1238.16
8/6/2018 16:00:00,1237.67
8/7/2018 16:00:00,1255.84
8/8/2018 16:00:00,1261.33
8/9/2018 16:00:00,1264.46
8/10/2018 16:00:00,1252.51
8/13/2018 16:00:00,1248.64
8/14/2018 16:00:00,1258.14
8/15/2018 16:00:00,1232.22
8/16/2018 16:00:00,1224.06
8/17/2018 16:00:00,1215.85
8/20/2018 16:00:00,1221.95
8/21/2018 16:00:00,1217.41
8/22/2018 16:00:00,1221.75
8/23/2018 16:00:00,1221.16
8/24/2018 16:00:00,1236.75
8/27/2018 16:00:00,1256.27
8/28/2018 16:00:00,1245.86
8/29/2018 16:00:00,1264.65
8/30/2018 16:00:00,1254.44
8/31/2018 16:00:00,1231.8
9/4/2018 16:00:00,1211.31
9/5/2018 16:00:00,1199.1
9/6/2018 16:00:00,1183.99
9/7/2018 16:00:00,1177.59
9/10/2018 16:00:00,1175.06
9/11/2018 16:00:00,1189.99
9/12/2018 16:00:00,1171.6
9/13/2018 16:00:00,1182.14
9/14/2018 16:00:00,1177.98
9/17/2018 16:00:00,1159.83
9/18/2018 16:00:00,1167.11
9/19/2018 16:00:00,1174.27
9/20/2018 16:00:00,1191.57
9/21/2018 16:00:00,1172.12
9/24/2018 16:00:00,1179.56
9/25/2018 16:00:00,1193.89
9/26/2018 16:00:00,1194.06
9/27/2018 16:00:00,1207.36
9/28/2018 16:00:00,1207.08
10/1/2018 16:00:00,1208.53
10/2/2018 16:00:00,1207.64
10/3/2018 16:00:00,1211.53
10/4/2018 16:00:00,1177.07
10/5/2018 16:00:00,1167.83
10/8/2018 16:00:00,1155.92
10/9/2018 16:00:00,1145.17
10/10/2018 16:00:00,1092.16
10/11/2018 16:00:00,1090.74
10/12/2018 16:00:00,1120.54
10/15/2018 16:00:00,1102.44
10/16/2018 16:00:00,1133.08
10/17/2018 16:00:00,1127.59
10/18/2018 16:00:00,1097.91
10/19/2018 16:00:00,1105.18
10/22/2018 16:00:00,1111.37
10/23/2018 16:00:00,1114.91
10/24/2018 16:00:00,1057.12
10/25/2018 16:00:00,1103.59
10/26/2018 16:00:00,1083.75
10/29/2018 16:00:00,1034.73
10/30/2018 16:00:00,1049.51
10/31/2018 16:00:00,1090.58
11/1/2018 16:00:00,1085.98
11/2/2018 16:00:00,1071.49
11/5/2018 16:00:00,1055.73
11/6/2018 16:00:00,1069.57
11/7/2018 16:00:00,1108.24
11/8/2018 16:00:00,1094.63
11/9/2018 16:00:00,1077.02
11/12/2018 16:00:00,1049.36
11/13/2018 16:00:00,1047.97
11/14/2018 16:00:00,1054.58
11/15/2018 16:00:00,1071.05
11/16/2018 16:00:00,1068.27
11/19/2018 16:00:00,1027.42
11/20/2018 16:00:00,1030.45
11/21/2018 16:00:00,1043.43
11/23/2018 13:00:00,1030.1
11/26/2018 16:00:00,1055.94
11/27/2018 16:00:00,1052.28
11/28/2018 16:00:00,1091.79
11/29/2018 16:00:00,1094.58
11/30/2018 16:00:00,1109.65
12/3/2018 16:00:00,1116.36
12/4/2018 16:00:00,1062.47
12/6/2018 16:00:00,1078.08
12/7/2018 16:00:00,1046.58
12/10/2018 16:00:00,1053.18
12/11/2018 16:00:00,1061.65
12/12/2018 16:00:00,1073.73
12/13/2018 16:00:00,1073.54
12/14/2018 16:00:00,1051.71
12/17/2018 16:00:00,1025.65
12/18/2018 16:00:00,1043.41
12/19/2018 16:00:00,1035.46
12/20/2018 16:00:00,1023.58
12/21/2018 16:00:00,991.25
12/24/2018 13:00:00,984.67
12/26/2018 16:00:00,1047.85
12/27/2018 16:00:00,1052.9
12/28/2018 16:00:00,1046.68
12/31/2018 16:00:00,1044.96
1/2/2019 16:00:00,1054.68
1/3/2019 16:00:00,1025.47
1/4/2019 16:00:00,1078.07
1/7/2019 16:00:00,1075.92
1/8/2019 16:00:00,1085.37
1/9/2019 16:00:00,1081.65
1/10/2019 16:00:00,1078.83
1/11/2019 16:00:00,1064.47
1/14/2019 16:00:00,1051.51
1/15/2019 16:00:00,1086.51
1/16/2019 16:00:00,1089.51
1/17/2019 16:00:00,1099.12
1/18/2019 16:00:00,1107.3
1/22/2019 16:00:00,1078.63
1/23/2019 16:00:00,1084.41
1/24/2019 16:00:00,1084
1/25/2019 16:00:00,1101.51
1/28/2019 16:00:00,1079.86
1/29/2019 16:00:00,1070.06
1/30/2019 16:00:00,1097.99
1/31/2019 16:00:00,1125.89
2/1/2019 16:00:00,1118.62
2/4/2019 16:00:00,1141.42
2/5/2019 16:00:00,1151.87
2/6/2019 16:00:00,1122.89
2/7/2019 16:00:00,1105.91
2/8/2019 16:00:00,1102.38
2/11/2019 16:00:00,1102.12
2/12/2019 16:00:00,1127.58
2/13/2019 16:00:00,1128.63
2/14/2019 16:00:00,1129.2
2/15/2019 16:00:00,1119.63
2/19/2019 16:00:00,1126.51
2/20/2019 16:00:00,1120.59
2/21/2019 16:00:00,1104.21
2/22/2019 16:00:00,1116.56
2/25/2019 16:00:00,1117.33
2/26/2019 16:00:00,1122.01
2/27/2019 16:00:00,1122.89
2/28/2019 16:00:00,1126.55
3/1/2019 16:00:00,1148.52
3/4/2019 16:00:00,1153.42
3/5/2019 16:00:00,1169.19
3/6/2019 16:00:00,1164.94
3/7/2019 16:00:00,1150.85
3/8/2019 16:00:00,1149.97
3/11/2019 16:00:00,1179.26
3/12/2019 16:00:00,1197.25
3/13/2019 16:00:00,1199.06
3/14/2019 16:00:00,1192.53
3/15/2019 16:00:00,1190.3
3/18/2019 16:00:00,1188.55
3/19/2019 16:00:00,1202.46
3/20/2019 16:00:00,1226.43
3/21/2019 16:00:00,1236.13
3/22/2019 16:00:00,1207.65
3/25/2019 16:00:00,1197.38
3/26/2019 16:00:00,1189.84
3/27/2019 16:00:00,1178.01
3/28/2019 16:00:00,1172.27
3/29/2019 16:00:00,1176.89
4/1/2019 16:00:00,1198.98
4/2/2019 16:00:00,1205.54
4/3/2019 16:00:00,1210.81
4/4/2019 16:00:00,1219.45
4/5/2019 16:00:00,1211.45
4/8/2019 16:00:00,1208.28
4/9/2019 16:00:00,1202.69
4/10/2019 16:00:00,1206.45
4/11/2019 16:00:00,1209.59
4/12/2019 16:00:00,1222.73
4/15/2019 16:00:00,1226.53
4/16/2019 16:00:00,1231.91
4/17/2019 16:00:00,1240.14
4/18/2019 16:00:00,1241.47
4/22/2019 16:00:00,1253.76
4/23/2019 16:00:00,1270.59
4/24/2019 16:00:00,1260.05
4/25/2019 16:00:00,1267.34
4/26/2019 16:00:00,1277.42
4/29/2019 16:00:00,1296.2
4/30/2019 16:00:00,1198.96
5/1/2019 16:00:00,1173.32
